title,console,total_sale,na_sale,pal_sale,japan_sale,other_sale
Company of Heroes: Opposing Fronts    ,PC,0.04m,0.01m,0.03m,N/A,0.00m
Valhalla Knights 2: Battle Stance    ,PSP,0.04m,N/A,N/A,0.04m,N/A
The Chase: Felix Meets Felicity    ,DS,0.04m,0.04m,0.00m,N/A,0.00m
99 no Namida    ,DS,0.04m,N/A,N/A,0.04m,N/A
Clannad    ,PSP,0.04m,N/A,N/A,0.04m,N/A
Cyber Troopers Virtual-On Marz    ,PS2,0.04m,0.02m,0.01m,N/A,0.00m
Headhunter: Redemption    ,PS2,0.04m,0.02m,0.01m,N/A,0.00m
Ookami to Koushinryou: Boku to Horo no Ichinen    ,DS,0.04m,N/A,N/A,0.04m,N/A
Stuntman    ,GBA,0.04m,0.03m,0.01m,N/A,0.00m
Bomberman: Act Zero    ,X360,0.04m,0.04m,0.00m,N/A,0.00m
DuckTales: Remastered    ,X360,0.04m,0.03m,N/A,N/A,0.00m
Dungeons 3    ,PS4,0.04m,0.03m,N/A,N/A,0.01m
Time Travelers    ,3DS,0.04m,N/A,N/A,0.04m,N/A
Dead Rising 2    ,XOne,0.04m,0.03m,N/A,N/A,0.00m
Drakensang: The Dark Eye    ,PC,0.04m,0.03m,N/A,N/A,0.00m
The Sims 4: Spa Day    ,PC,0.04m,N/A,0.04m,N/A,0.00m
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9    ,PS3,0.04m,N/A,N/A,0.04m,N/A
YoKai Watch Dance: Just Dance Special Version    ,WiiU,0.04m,N/A,N/A,0.04m,N/A
Syndicate Wars    ,PS,0.04m,0.02m,0.01m,N/A,0.00m
Don Bradman Cricket 14    ,XOne,0.04m,N/A,0.04m,N/A,0.00m
Surf's Up    ,PS3,0.04m,0.03m,0.00m,N/A,0.00m
SWAT: Target Liberty    ,PSP,0.04m,0.03m,0.00m,N/A,0.00m
Thomas and Friends: Steaming around Sodor    ,3DS,0.04m,N/A,0.04m,N/A,0.00m
Shadows Awakening    ,XOne,0.04m,0.03m,N/A,N/A,0.00m
Winning Post World 8    ,PSV,0.04m,N/A,N/A,0.04m,N/A
Draglade (JP sales)    ,DS,0.04m,N/A,N/A,0.04m,N/A
Hannspree Ten Kate Honda: SBK Superbike World Championship    ,PSP,0.04m,0.03m,0.00m,N/A,0.00m
Tour de France 2014    ,PS4,0.04m,N/A,0.03m,N/A,0.01m
Herc's Adventures    ,PS,0.04m,0.02m,0.01m,N/A,0.00m
Tennis World Tour    ,PS4,0.04m,0.03m,N/A,0.01m,0.01m
Tiger Woods PGA Tour Golf    ,GBA,0.04m,0.03m,0.01m,N/A,0.00m
Twin Strike: Operation Thunder    ,Wii,0.04m,0.04m,N/A,N/A,0.00m
Astro Boy: The Video Game    ,PSP,0.04m,0.04m,0.00m,N/A,0.00m
Toukiden 2    ,PS3,0.04m,N/A,N/A,0.04m,N/A
All Points Bulletin    ,PC,0.04m,N/A,0.03m,N/A,0.01m
Black Clover: Quartet Knights    ,PS4,0.04m,0.02m,N/A,0.01m,0.00m
Super Hero Generation    ,PSV,0.04m,N/A,N/A,0.04m,N/A
TMNT    ,DS,0.04m,0.03m,0.01m,N/A,0.00m
Asterix and Obelix XXL2    ,PS4,0.04m,N/A,0.03m,N/A,0.01m
Danganronpa Another Episode: Ultra Despair Girls    ,PS4,0.04m,0.03m,N/A,0.01m,0.01m
Dreamfall: The Longest Journey    ,XB,0.04m,0.03m,0.01m,N/A,0.00m
Aegis of Earth: Protonovus Assault    ,PS4,0.04m,0.03m,0.01m,N/A,0.01m
Tokimeki Mahjong Paradise: Koi no Tenpai Beat    ,SAT,0.04m,N/A,N/A,0.04m,0.00m
Blue Roses: Yousei to Aoi Hitomi no Senshitachi    ,PSP,0.04m,N/A,N/A,0.04m,N/A
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!    ,DS,0.04m,N/A,N/A,0.04m,N/A
Zatch Bell! Mamodo Fury    ,GC,0.04m,0.03m,0.01m,N/A,0.00m
JASF: Jane's Advanced Strike Fighters    ,PC,0.04m,0.02m,0.01m,N/A,0.00m
b.l.u.e.: Legend of Water    ,PS,0.04m,N/A,N/A,0.04m,N/A
Dora's Big Birthday Adventure    ,PS2,0.04m,0.02m,0.01m,N/A,0.00m
NatGeo Challenge! Wild Life    ,Wii,0.04m,0.03m,0.00m,N/A,0.00m
PopStar Guitar    ,PS2,0.04m,0.02m,0.01m,N/A,0.00m
Sherlock Holmes: Secret of The Silver Earring    ,Wii,0.04m,N/A,0.03m,N/A,0.00m
NHL Blades of Steel 2000    ,PS,0.04m,0.02m,0.01m,N/A,0.00m
Sonic PC Collection    ,PC,0.04m,N/A,0.04m,N/A,0.00m
Outlaw Volleyball Remixed    ,PS2,0.04m,0.02m,0.01m,N/A,0.00m
The Adventures of Darwin     ,PS2,0.04m,0.01m,0.00m,0.03m,0.00m
CSI: Fatal Conspiracy    ,PC,0.04m,0.00m,0.03m,N/A,0.01m
Turbo: Super Stunt Squad    ,DS,0.04m,N/A,0.04m,N/A,0.00m
Heathcliff! Frantic Foto    ,DS,0.04m,0.04m,N/A,N/A,0.00m
Klonoa Heroes: Densetsu no Star Medal    ,GBA,0.04m,N/A,N/A,0.04m,0.00m
Worms: Ultimate Mayhem    ,PC,0.04m,N/A,0.04m,N/A,0.00m
City Builder    ,Wii,0.04m,0.04m,N/A,N/A,0.00m
Game of Thrones: A Telltale Games Series    ,PS3,0.04m,0.02m,0.02m,N/A,0.01m
Pajama Sam: You are What You Eat From Your Head to Your Feet    ,PS,0.04m,0.02m,0.01m,N/A,0.00m
R-Type Command (correct US sales)    ,PSP,0.04m,0.04m,N/A,N/A,0.00m
Brothers In Arms DS    ,DS,0.04m,0.03m,0.00m,N/A,0.00m
The Caligula Effect: Overdose    ,PS4,0.04m,N/A,N/A,0.04m,N/A
Utawarerumono: Mask of Truth    ,PS3,0.04m,N/A,N/A,0.04m,N/A
Warhammer: Dark Omen    ,PS,0.04m,0.02m,0.01m,N/A,0.00m
Denki Blocks!    ,GBA,0.04m,0.03m,0.01m,N/A,0.00m
Mobile Suit Gundam: Mokuba no Kiseki    ,PSP,0.04m,N/A,N/A,0.04m,N/A
SD Gundam G Generation Genesis    ,NS,0.04m,N/A,N/A,0.04m,N/A
A Ressha de Ikou DS    ,DS,0.04m,N/A,N/A,0.04m,N/A
Stoked: Big Air Edition    ,X360,0.04m,0.02m,0.02m,N/A,0.00m
Harukanaru Toki no Naka de 4: Aizouban    ,PSP,0.04m,N/A,N/A,0.04m,N/A
Kung Fu Panda: Showdown of Legendary Legends    ,PS3,0.04m,N/A,0.03m,N/A,0.01m
Ballistic    ,PS,0.04m,0.02m,0.01m,N/A,0.00m
Colin McRae Rally 3    ,XB,0.04m,0.03m,0.01m,N/A,0.00m
Dream Girl Premier    ,3DS,0.04m,N/A,N/A,0.04m,N/A
East India Company    ,PC,0.04m,0.03m,0.00m,N/A,0.00m
Castlevania: Lords of Shadow 2    ,PC,0.04m,0.01m,0.03m,N/A,0.00m
Monster Jam: Crush It    ,XOne,0.04m,0.03m,N/A,N/A,0.00m
LEGO Jurassic World    ,PC,0.04m,N/A,0.04m,N/A,0.00m
OutRun 2006: Coast 2 Coast    ,PSP,0.04m,0.03m,0.01m,N/A,0.00m
Sega Rally 2006    ,PS2,0.04m,N/A,N/A,0.04m,N/A
Pro Cycling Manager 2016    ,PC,0.04m,N/A,0.04m,N/A,0.00m
Digimon Story: Cyber Sleuth - Hacker's Memory    ,PSV,0.04m,N/A,N/A,0.04m,N/A
Gitaroo Man Lives!    ,PSP,0.04m,0.03m,0.00m,N/A,0.00m
The Croods: Prehistoric Party!    ,3DS,0.04m,0.01m,0.02m,N/A,0.00m
Grand Theft Auto: Vice City    ,PC,0.04m,N/A,0.03m,N/A,0.00m
Shadow Warrior (2013)    ,XOne,0.04m,N/A,0.04m,N/A,0.00m
Gundam Battle Online    ,DC,0.04m,N/A,N/A,0.04m,0.00m
Glacier2    ,Wii,0.04m,0.04m,N/A,N/A,0.00m
Hotel Transylvania 3: Monsters Overboard    ,PS4,0.04m,0.03m,N/A,N/A,0.01m
Shonen Jump's One Piece: Grand Adventure    ,GC,0.04m,0.03m,0.01m,N/A,0.00m
JoJo's Bizarre Adventure: Eyes of Heaven    ,PS3,0.04m,N/A,N/A,0.04m,N/A
Holly Hobbie & Friends    ,DS,0.04m,0.04m,N/A,N/A,0.00m
Dead Alliance    ,XOne,0.04m,0.03m,N/A,N/A,0.00m
Empire Earth III    ,PC,0.04m,N/A,0.03m,N/A,0.00m
Stolen    ,PS2,0.04m,0.02m,0.01m,N/A,0.00m
Atelier Firis: The Alchemist and the Mysterious Journey    ,PSV,0.04m,N/A,N/A,0.04m,N/A
Sleepover Party    ,Wii,0.04m,0.03m,0.00m,N/A,0.00m
"Warhammer 40,000: Dawn of War III    ",PC,0.04m,N/A,0.04m,N/A,0.00m
Hakuoki Zuisouroku Omokage Hana    ,PSV,0.04m,N/A,N/A,0.04m,N/A
Just Sing    ,PS4,0.04m,0.03m,N/A,N/A,0.01m
Memories Off 6: T-Wave    ,PS2,0.04m,N/A,N/A,0.04m,N/A
Phoenix Wright: Ace Attorney Trilogy    ,3DS,0.04m,N/A,N/A,0.04m,N/A
Famicom Remix Best Choice    ,3DS,0.04m,N/A,N/A,0.04m,N/A
Pro Race Driver    ,XB,0.04m,0.03m,0.01m,N/A,0.00m
Train Simulator 2016    ,PC,0.04m,N/A,0.04m,N/A,0.00m
Ide Yosuke no Mahjong Kazoku    ,PS,0.04m,N/A,N/A,0.04m,0.00m
Ferrari Challenge Trofeo Pirelli    ,PS3,0.04m,N/A,0.03m,N/A,0.01m
Off-Road Drive    ,PC,0.04m,N/A,0.04m,N/A,0.00m
Story Hour: Fairy Tales    ,Wii,0.04m,0.04m,N/A,N/A,0.00m
E.T. The Extra-Terrestrial: Interplanetary Mission    ,PS,0.04m,0.02m,0.01m,N/A,0.00m
Quiz Mobile Gundam: Toi Senshi DX    ,PSP,0.04m,N/A,N/A,0.04m,N/A
Jig-A-Pix: Pets    ,DS,0.04m,0.03m,0.00m,N/A,0.00m
Wonder Boy: The Dragon's Trap (Remake)    ,PS4,0.04m,0.03m,N/A,N/A,0.01m
Countdown Vampires    ,PS,0.04m,0.02m,0.01m,N/A,0.00m
Crypt Killer    ,PS,0.04m,0.02m,0.01m,N/A,0.00m
Dynasty Warriors Vol. 2 (JP sales)    ,PSP,0.04m,N/A,N/A,0.04m,N/A
Tokumei Sentai Go-Busters    ,DS,0.04m,N/A,N/A,0.04m,N/A
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!    ,PS2,0.04m,N/A,N/A,0.04m,N/A
Sushi Striker: The Way of Sushido    ,3DS,0.04m,0.02m,N/A,0.02m,0.00m
Warriors Orochi 3    ,XOne,0.04m,0.01m,0.03m,N/A,0.00m
Blue Reflection: Maboroshi ni Mau - Shoujo no Ken    ,PSV,0.04m,N/A,N/A,0.04m,N/A
Resident Evil: Operation Raccoon City    ,PC,0.04m,N/A,0.03m,N/A,0.00m
Summer Challenge: Athletics Tournament    ,PS3,0.04m,N/A,0.03m,N/A,0.01m
FIFA World Cup Germany 2006    ,DS,0.04m,0.03m,0.00m,N/A,0.00m
I'm A Celebrity: Get Me Out of Here!    ,DS,0.04m,N/A,0.04m,N/A,0.00m
Battle Hunter    ,PS,0.04m,0.02m,0.01m,N/A,0.00m
PO'ed    ,PS,0.04m,0.02m,0.01m,N/A,0.00m
Romance of the Three Kingdoms II    ,3DS,0.04m,N/A,N/A,0.04m,N/A
Adidas Power Soccer    ,PS,0.04m,0.02m,0.01m,N/A,0.00m
Ragnarok Odyssey Ace    ,PS3,0.04m,0.03m,0.00m,N/A,0.01m
Darklight Conflict    ,PS,0.04m,0.02m,0.01m,N/A,0.00m
Kawaii Pet to Kurasou! Wan Nyan & Mini Mini Animal    ,3DS,0.04m,N/A,N/A,0.04m,N/A
Dragon Ball: Advanced Adventure    ,GBA,0.04m,0.03m,0.01m,N/A,0.00m
Art of Fighting 3: The Path of the Warrior    ,NG,0.04m,N/A,N/A,0.04m,N/A
Fast & Furious: Showdown    ,X360,0.04m,N/A,0.04m,N/A,0.00m
The Ripping Friends    ,GBA,0.04m,0.03m,0.01m,N/A,0.00m
Konami Arcade Classics    ,PS,0.04m,0.02m,0.01m,N/A,0.00m
Hunter x Hunter: Wonder Adventure    ,PSP,0.04m,N/A,N/A,0.04m,N/A
Gintama Ranbu    ,PSV,0.04m,N/A,N/A,0.04m,N/A
Hyakka Hyakurou: Sengoku Ninpoujou    ,PSV,0.04m,N/A,N/A,0.04m,N/A
Super Army War    ,GBA,0.04m,0.03m,0.01m,N/A,0.00m
Immortal Unchained    ,PS4,0.04m,0.03m,N/A,N/A,0.01m
Ao no Exorcist: Genkoku no Labyrinth    ,PSP,0.04m,N/A,N/A,0.04m,N/A
Echo Night Beyond    ,PS2,0.04m,0.02m,0.01m,N/A,0.00m
Minna no Chizu    ,PSP,0.04m,N/A,N/A,0.04m,N/A
Doom II    ,GBA,0.04m,0.03m,0.01m,N/A,0.00m
Fading Shadows    ,PSP,0.04m,0.03m,0.00m,N/A,0.00m
Taikou Risshiden V    ,PSP,0.04m,N/A,N/A,0.04m,N/A
Jikkyou Powerful Major League    ,GC,0.04m,N/A,N/A,0.04m,0.00m
Lumo    ,PS4,0.04m,0.03m,N/A,N/A,0.01m
Hajime no Ippo: The Fighting! (2014)    ,PS3,0.04m,N/A,N/A,0.04m,N/A
Suzumiya Haruhi no Tsuisou    ,PSP,0.04m,N/A,N/A,0.04m,N/A
UK Truck Simulator    ,PC,0.04m,N/A,0.04m,N/A,N/A
Evolution Skateboarding     ,GC,0.04m,0.03m,0.01m,N/A,0.00m
Operation Warcade    ,PS4,0.04m,0.03m,N/A,N/A,0.01m
Greg Hastings' Tournament Paintball Max'd    ,DS,0.04m,0.03m,N/A,N/A,0.00m
Jikkyou World Soccer 2002    ,PS2,0.04m,N/A,N/A,0.04m,N/A
Aikatsu Stars! My Special Appeal    ,3DS,0.04m,N/A,N/A,0.04m,N/A
Tenshou Gakuen Gekkouroku    ,PS2,0.04m,N/A,N/A,0.04m,N/A
ABZU    ,PS4,0.04m,0.03m,N/A,N/A,0.01m
Ski-Doo Snowmobile Challenge    ,X360,0.04m,0.03m,N/A,N/A,0.00m
Aquanaut's Holiday: Kakusareta Kiroku    ,PS3,0.04m,N/A,N/A,0.04m,N/A
Little Red Riding Hood's Zombie BBQ    ,DS,0.04m,0.03m,N/A,N/A,0.00m
Dead Rising    ,XOne,0.04m,0.03m,N/A,N/A,0.00m
Texas Hold 'Em Poker DS    ,DS,0.04m,0.03m,N/A,N/A,0.00m
Big Mutha Truckers    ,GBA,0.04m,0.03m,0.01m,N/A,0.00m
Magical Starsign (JP sales)    ,DS,0.04m,N/A,N/A,0.04m,N/A
DT Carnage    ,PSP,0.04m,0.03m,N/A,N/A,0.00m
Assassin's Creed Rogue Remastered    ,XOne,0.04m,N/A,0.03m,N/A,0.00m
Harry Potter and the Order of the Phoenix    ,PC,0.04m,N/A,0.03m,N/A,0.00m
Valkyria Chronicles 4    ,XOne,0.04m,0.03m,N/A,N/A,0.00m
Bionicle Heroes    ,Wii,0.04m,0.03m,0.00m,N/A,0.00m
Harry Potter and the Prisoner of Azkaban    ,PC,0.04m,N/A,0.03m,N/A,0.00m
Rugby 08    ,PS2,0.04m,0.02m,0.01m,N/A,0.00m
GoPets: Vacation Island    ,DS,0.04m,0.03m,N/A,N/A,0.00m
Pia Carrot e Youkoso!! 2.5    ,DC,0.04m,N/A,N/A,0.04m,0.00m
Cy Girls    ,PS2,0.04m,0.02m,0.01m,N/A,0.00m
The Movies    ,PC,0.04m,0.01m,0.03m,N/A,0.00m
The Sum of All Fears    ,GBA,0.04m,0.03m,0.01m,N/A,0.00m
Da Capo I & II Plus Situation Portable    ,PSP,0.04m,N/A,N/A,0.04m,N/A
Supreme Commander: Forged Alliance    ,PC,0.04m,0.01m,0.02m,N/A,0.00m
Monster Boy and the Cursed Kingdom    ,NS,0.04m,0.03m,N/A,N/A,0.00m
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki    ,DS,0.04m,N/A,N/A,0.04m,N/A
Bubble Bobble Double Shot    ,DS,0.04m,0.03m,0.00m,N/A,0.00m
Halo: Combat Evolved    ,PC,0.04m,0.02m,0.02m,N/A,0.00m
Minority Report: Everybody Runs    ,GBA,0.04m,0.03m,0.01m,N/A,0.00m
Blade Strangers    ,NS,0.04m,0.03m,N/A,N/A,0.00m
Monster Hunter Frontier Online: Season 9.0    ,X360,0.04m,N/A,N/A,0.04m,N/A
C.O.R.E.    ,DS,0.04m,0.03m,N/A,N/A,0.00m
Garfield: The Search for Pooky    ,GBA,0.04m,0.03m,0.01m,N/A,0.00m
Galaxy Fight    ,SAT,0.04m,N/A,N/A,0.04m,0.00m
Chaos Wars    ,PS2,0.04m,N/A,N/A,0.04m,N/A
FIFA 19    ,PS3,0.04m,N/A,0.03m,N/A,0.01m
Logic Machines    ,DS,0.04m,0.03m,0.00m,N/A,0.00m
A Good Librarian Like a Good Shepherd: Library Party    ,PSV,0.04m,N/A,N/A,0.04m,N/A
Steambot Chronicles    ,PS2,0.04m,0.02m,0.01m,N/A,0.00m
Persona 3: Dancing in Moonlight    ,PS4,0.04m,0.02m,N/A,0.01m,0.01m
Bond of Ten Demons    ,PSP,0.04m,N/A,N/A,0.04m,N/A
Mr. Driller    ,PS,0.04m,0.02m,0.01m,N/A,0.00m
Norn9: Norn + Nonette    ,PSP,0.04m,N/A,N/A,0.04m,N/A
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo    ,DS,0.04m,N/A,N/A,0.04m,N/A
Shadow Tactics: Blades of the Shogun    ,PS4,0.04m,0.02m,0.01m,N/A,0.01m
Gumby vs. the Astrobots    ,GBA,0.04m,0.03m,0.01m,N/A,0.00m
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki    ,PS2,0.04m,N/A,N/A,0.04m,N/A
Scaler    ,GC,0.04m,0.03m,0.01m,N/A,0.00m
Chaos;Head Noah    ,X360,0.04m,N/A,N/A,0.04m,N/A
The Persistence    ,PS4,0.04m,N/A,0.03m,N/A,0.01m
Tears to Tiara Gaiden: Avalon no Nazo    ,PS3,0.04m,N/A,N/A,0.04m,N/A
Legasista    ,PS3,0.04m,N/A,N/A,0.04m,N/A
Gudetama: Hanjuku de Tanomuwa    ,3DS,0.04m,N/A,N/A,0.04m,N/A
Napoleon Dynamite: The Game    ,PSP,0.04m,0.03m,N/A,N/A,0.00m
Breath of Fire III    ,PSP,0.04m,0.00m,0.03m,N/A,0.01m
Fatal Fury: Battle Archives Volume 1    ,PS2,0.04m,0.02m,0.01m,N/A,0.00m
Psycho-Pass: Mandatory Happiness    ,PSV,0.04m,N/A,0.01m,0.02m,0.00m
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban    ,PSP,0.04m,N/A,N/A,0.04m,N/A
Darkest Dungeon    ,PS4,0.04m,0.02m,N/A,0.01m,0.01m
Rhapsody: A Musical Adventure    ,PS,0.04m,0.02m,0.01m,N/A,0.00m
Rose to Tasogare no Kojou    ,PSV,0.04m,N/A,N/A,0.04m,N/A
Music Maker: Rockstar    ,PS2,0.04m,0.02m,0.01m,N/A,0.00m
Formula 1 06    ,PS2,0.04m,N/A,N/A,0.04m,N/A
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata    ",DS,0.04m,N/A,N/A,0.04m,N/A
Smashing Drive    ,XB,0.04m,0.03m,0.01m,N/A,0.00m
Without Warning    ,PS2,0.04m,0.02m,0.01m,N/A,0.00m
Fighting Vipers 2    ,DC,0.04m,N/A,N/A,0.04m,0.00m
Teenage Mutant Ninja Turtles 3: Mutant Nightmare    ,XB,0.04m,0.03m,0.01m,N/A,0.00m
Ebikore Photo Kano Kiss    ,PSV,0.04m,N/A,N/A,0.04m,N/A
Beatdown: Fists of Vengeance    ,XB,0.04m,0.03m,0.01m,N/A,0.00m
Teenage Zombies: Invasion of the Alien Brain Thingys     ,DS,0.04m,0.03m,0.00m,N/A,0.00m
Scarface: The World is Yours    ,PC,0.04m,0.01m,0.02m,N/A,0.00m
Sudoku Ball Detective    ,Wii,0.04m,0.02m,0.01m,N/A,0.00m
APB Reloaded    ,PC,0.04m,0.02m,0.01m,N/A,0.00m
R.B.I. Baseball 2017    ,PS4,0.04m,0.03m,N/A,N/A,0.01m
Enchanted Arms (JP sales)    ,PS3,0.04m,N/A,N/A,0.04m,N/A
Monster Force    ,GBA,0.04m,0.03m,0.01m,N/A,0.00m
Real Soccer 2008    ,DS,0.04m,0.03m,0.00m,N/A,0.00m
Onsei Kanjou Sokuteiki: Kokoro Scan    ,DS,0.04m,N/A,N/A,0.04m,N/A
Clock Zero: Shuuen no Ichibyou Portable    ,PSP,0.04m,N/A,N/A,0.04m,N/A
San Goku Shi DS 3    ,DS,0.04m,N/A,N/A,0.04m,N/A
Trick x Logic: Season 2    ,PSP,0.04m,N/A,N/A,0.04m,N/A
Hakuouki: Zuisouroku    ,PS2,0.04m,N/A,N/A,0.04m,N/A
World Championship Pool 2004    ,XB,0.04m,0.03m,0.01m,N/A,0.00m
Derby Tsuku 5: Derby Uma o Tsukurou!    ,PS2,0.04m,N/A,N/A,0.04m,N/A
Punch Line    ,PS4,0.04m,0.03m,N/A,N/A,0.01m
Jikkyou Powerful Major League 2009    ,Wii,0.04m,N/A,N/A,0.04m,N/A
SD Gundam Force: Showdown!    ,PS2,0.04m,0.02m,0.01m,N/A,0.00m
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~    ,PS2,0.04m,N/A,N/A,0.04m,N/A
Ailu de Puzzle    ,PSP,0.04m,N/A,N/A,0.04m,N/A
Caesar IV    ,PC,0.04m,N/A,0.03m,N/A,0.00m
Flow: Urban Dance Uprising    ,PS2,0.04m,0.02m,0.01m,N/A,0.00m
100 Classic Games    ,DS,0.04m,N/A,0.03m,N/A,0.00m
True Pinball    ,PS,0.04m,0.02m,0.01m,N/A,0.00m
Stadium Games    ,GBA,0.04m,0.03m,0.01m,N/A,0.00m
Super Hero Generation    ,PS3,0.04m,N/A,N/A,0.04m,N/A
Jane's Hotel    ,DS,0.04m,0.03m,N/A,N/A,0.00m
J-League Pro Striker 2    ,GEN,0.04m,N/A,N/A,0.04m,N/A
Power Play Pool    ,DS,0.04m,0.03m,0.00m,N/A,0.00m
RLH: Run Like Hell    ,XB,0.04m,0.03m,0.01m,N/A,0.00m
VR Karts    ,PS4,0.04m,0.03m,N/A,N/A,0.01m
Obscure    ,XB,0.04m,0.03m,0.01m,N/A,0.00m
Mahjong Taikai     ,DS,0.04m,N/A,N/A,0.04m,N/A
Super Robot Taisen: Scramble Commander the 2nd    ,PS2,0.04m,N/A,N/A,0.04m,N/A
Scribblenauts: Showdown    ,XOne,0.04m,0.03m,N/A,N/A,0.00m
Espgaluda II Black Label    ,X360,0.04m,N/A,N/A,0.04m,N/A
Kisuato    ,PSV,0.04m,N/A,N/A,0.04m,N/A
Medarot 9: Kabuto Ver. / Kuwagata Ver.    ,3DS,0.04m,N/A,N/A,0.04m,N/A
Hot Potato!    ,GBA,0.04m,0.03m,0.01m,N/A,0.00m
Trine 2    ,PC,0.04m,N/A,0.03m,N/A,0.01m
Kiniro no Corda 2 f    ,PSP,0.04m,N/A,N/A,0.04m,N/A
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!    ,3DS,0.04m,N/A,N/A,0.04m,N/A
Attack on Titan: Escape from Certain Death    ,3DS,0.04m,N/A,N/A,0.04m,N/A
Deception III: Dark Delusion    ,PS,0.04m,0.02m,0.01m,N/A,0.00m
Sid Meier's Railroads!    ,PC,0.04m,0.01m,0.03m,N/A,0.00m
WRC: FIA World Rally Championship    ,PSP,0.04m,0.02m,0.01m,N/A,0.00m
Omen of Sorrow    ,PS4,0.04m,0.03m,N/A,N/A,0.01m
Ultimate Game Room    ,DS,0.04m,0.03m,N/A,N/A,0.00m
Cook Wars    ,Wii,0.04m,0.03m,N/A,N/A,0.00m
Hakuoki: Shinkai - Hana no Shou    ,PSV,0.04m,N/A,N/A,0.04m,N/A
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku    ,PSV,0.04m,N/A,N/A,0.04m,N/A
Resident Evil: Umbrella Corps    ,PS4,0.04m,N/A,N/A,0.04m,N/A
Saints Row 2    ,PC,0.04m,N/A,0.03m,N/A,0.01m
Zoo Hospital    ,DS,0.04m,0.03m,0.00m,N/A,0.00m
Doraemon the Movie: Nobita no Nankyoku Kachikochi Daibouken    ,3DS,0.04m,N/A,N/A,0.04m,N/A
Half-Minute Hero 2    ,PSP,0.04m,N/A,N/A,0.04m,N/A
Monster Kingdom: Jewel Summoner    ,PSP,0.04m,N/A,N/A,0.04m,N/A
Kuroshitsuji: Phantom & Ghost    ,DS,0.04m,N/A,N/A,0.04m,N/A
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice    ,DS,0.04m,N/A,N/A,0.04m,N/A
Barbie and Her Sisters Puppy Rescue    ,Wii,0.04m,N/A,0.03m,N/A,0.00m
Detective Conan: Phantom Rhapsody    ,3DS,0.04m,N/A,N/A,0.04m,N/A
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen    ,PSP,0.04m,N/A,N/A,0.04m,N/A
The Ant Bully    ,GBA,0.04m,0.03m,0.01m,N/A,0.00m
Zanki Zero: Last Beginning    ,PS4,0.04m,N/A,N/A,0.04m,N/A
Richard Burns Rally    ,PC,0.04m,N/A,0.03m,N/A,0.00m
Sega Arcade Gallery    ,GBA,0.04m,0.03m,0.01m,N/A,0.00m
SteamWorld Collection    ,WiiU,0.04m,0.03m,0.00m,N/A,0.00m
"My World, My Way (US sales)    ",DS,0.04m,0.04m,N/A,N/A,N/A
Secret Files 2: Puritas Cordis    ,PC,0.04m,N/A,0.03m,N/A,0.00m
Tao Adventure: Curse Demon    ,DS,0.04m,0.03m,N/A,N/A,0.00m
Might & Magic X: Legacy    ,PC,0.04m,N/A,0.03m,N/A,0.00m
Final Fantasy XIV: Heavensward    ,PS3,0.04m,0.02m,N/A,0.01m,0.00m
Superdimension Neptunia VS Sega Hard Girls: Yume no Gattai Special    ,PSV,0.04m,N/A,N/A,0.04m,N/A
Black Stone: Magic & Steel    ,XB,0.04m,0.03m,0.01m,N/A,0.00m
NHRA Drag Racing: Countdown to the Championship    ,PS2,0.04m,0.02m,0.01m,N/A,0.00m
Deal or No Deal: Special Edition    ,DS,0.04m,0.03m,N/A,N/A,0.00m
Gotouchi Tetsudou: Gotouchi Kyara to Nihon Zenkoku no Tabi    ,WiiU,0.04m,N/A,N/A,0.04m,N/A
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem    ,DS,0.04m,0.03m,N/A,N/A,0.00m
Superstars V8 Racing    ,PS3,0.04m,0.00m,0.03m,N/A,0.01m
Harukanaru Toki no Naka de: Maihitoyo      ,PS2,0.04m,N/A,N/A,0.04m,N/A
Sine Mora EX    ,XOne,0.04m,0.03m,N/A,N/A,0.00m
Painkiller: Hell Wars    ,XB,0.04m,0.03m,0.01m,N/A,0.00m
FunkMaster Flex's Digital Hitz Factory    ,PS2,0.04m,0.02m,0.01m,N/A,0.00m
Housekeeping    ,DS,0.04m,N/A,N/A,0.04m,N/A
Bratz Kidz    ,DS,0.04m,0.03m,0.00m,N/A,0.00m
